DevType,EdLevel,YearsCodePro,LanguageWorkedWith,ConvertedComp
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,96187.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C;C++;Go;HTML/CSS;Java;JavaScript;Ruby;TypeScript,105347.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,C#;HTML/CSS;Java;JavaScript;SQL,76339.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;SQL;TypeScript,67178.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,HTML/CSS;JavaScript;PHP,92000.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Clojure;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL,76339.0
"Developer, full-stack",Associate degree,5,C#;HTML/CSS;JavaScript;PHP,41986.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",14,C;Python,167945.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C;C++;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript;VBA,53437.0
"Developer, QA or test",Some college/university study without earning a degree,18,C#;HTML/CSS;JavaScript;PHP;SQL;VBA,58369.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,145043.0
"Engineer, data",Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C;C++;HTML/CSS;Python;SQL,47330.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,99240.0
"Developer, back-end",Associate degree,3,C#,45803.0
"Developer, full-stack","Other doctoral degree (Ph.D, Ed.D., etc.)",6,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;Rust,114508.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;C;C#;Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Ruby;Rust;SQL;Swift;TypeScript;VBA,0.0
"Developer, full-stack",Associate degree,8,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript;Other(s):,83209.0
"Developer, back-end",Some college/university study without earning a degree,39,Bash/Shell/PowerShell;C;HTML/CSS;Python,64888.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;SQL,80155.0
"Developer, front-end",Associate degree,12,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP,72522.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",8,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby,64124.0
"Developer, desktop or enterprise applications",Some college/university study without earning a degree,32,C++;C#;HTML/CSS;JavaScript,110691.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;JavaScript;SQL,99240.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22,C#;HTML/CSS;JavaScript;PHP;SQL,37788.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,JavaScript;Python,87789.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript,32444.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,68705.0
System administrator,"Other doctoral degree (Ph.D, Ed.D., etc.)",1,Python;R;Scala;SQL,70613.0
"Developer, full-stack",,8,C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA,53437.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;PHP;Rust;SQL;TypeScript;WebAssembly,83972.0
"Developer, QA or test","Master’s degree (MA, MS, M.Eng., MBA, etc.)",8,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby,64124.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C++;HTML/CSS;PHP;SQL,36642.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",23,Bash/Shell/PowerShell;C;C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,141226.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,72522.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,72522.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Assembly;C;C++;Java;Python;SQL,55193.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Swift,41986.0
"Developer, back-end",Some college/university study without earning a degree,6,Bash/Shell/PowerShell;Elixir;Go,76339.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C;C++;Python;SQL,72522.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Assembly;Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript,81682.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",21,C;Go;HTML/CSS;JavaScript;Rust,190846.0
Database administrator,Associate degree,11,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,76339.0
"Developer, embedded applications or devices",Associate degree,12,Assembly;C++,83972.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;Python,43513.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Python;R;SQL,103820.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,80155.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",17,Bash/Shell/PowerShell;C;C++;Java;Python,95423.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,38933.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",26,HTML/CSS;Java;JavaScript;R;Ruby;SQL;TypeScript,99240.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,32062.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C;C++;Go;HTML/CSS;Java;JavaScript;Ruby;TypeScript,105347.0
Database administrator,Associate degree,18,C#;HTML/CSS;JavaScript;Python;SQL,72522.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,C#;HTML/CSS;JavaScript;SQL;TypeScript,40459.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,Go;JavaScript;Python,58017.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",14,C#;HTML/CSS;JavaScript;SQL,68705.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;C;Java;Kotlin;Rust;Other(s):,91606.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,145043.0
"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",24,C#;JavaScript;Python;SQL;TypeScript,95423.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,114508.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;Scala;SQL,61071.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;SQL;Swift,125959.0
Product manager,"Other doctoral degree (Ph.D, Ed.D., etc.)",20,Bash/Shell/PowerShell;R;SQL,93896.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;TypeScript,106874.0
Scientist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38,Assembly;Bash/Shell/PowerShell;C;C++;Clojure;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby,251917.0
Product manager,Associate degree,21,C#;HTML/CSS;JavaScript;SQL,82064.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,C#;HTML/CSS;JavaScript;SQL;Other(s):,67178.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;Python;SQL,27480.0
"Developer, front-end",Associate degree,10,HTML/CSS;JavaScript,76339.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",16,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,83972.0
"Developer, front-end",Associate degree,18,HTML/CSS;JavaScript;PHP;Python;SQL,76339.0
Designer,Associate degree,6,HTML/CSS;JavaScript;PHP;SQL,31757.0
"Developer, full-stack",Associate degree,2,HTML/CSS;JavaScript;PHP,34352.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;JavaScript;Python;SQL,53437.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,106874.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript,68705.0
"Developer, front-end",Associate degree,5,JavaScript;Kotlin;PHP;TypeScript,49620.0
Product manager,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Python;SQL,141226.0
DevOps specialist,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Bash/Shell/PowerShell;Go;Java;PHP;Python;Scala;SQL,99240.0
"Developer, front-end",,5,HTML/CSS;JavaScript;PHP;TypeScript,61071.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",15,Bash/Shell/PowerShell;C;C++;C#;Python,77865.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL,68705.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;Python;R,64888.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;JavaScript;SQL,55727.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40,Bash/Shell/PowerShell;Python;R;SQL;Other(s):,76339.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Elixir;HTML/CSS;Java;JavaScript;Python;SQL,64888.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;C;C++;JavaScript;Python,61071.0
Product manager,Some college/university study without earning a degree,25,Bash/Shell/PowerShell;JavaScript;Objective-C;Ruby;Swift;TypeScript;Other(s):,91606.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C#;HTML/CSS;JavaScript;SQL;VBA,54964.0
Engineering manager,"Other doctoral degree (Ph.D, Ed.D., etc.)",18,C#;F#;SQL,112218.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,C;C++;JavaScript;Python,152677.0
"Developer, back-end","Professional degree (JD, MD, etc.)",9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,43513.0
Database administrator,Some college/university study without earning a degree,4,C++;C#;HTML/CSS;JavaScript;PHP;SQL;VBA,31500.0
"Developer, front-end",Associate degree,12,C#;JavaScript;SQL;TypeScript,122142.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python,95423.0
"Developer, desktop or enterprise applications",Some college/university study without earning a degree,14,C++;Python,70231.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Erlang;HTML/CSS;Java;JavaScript;Python;SQL,95423.0
"Developer, front-end","Professional degree (JD, MD, etc.)",7,HTML/CSS;JavaScript;PHP,45803.0
Designer,Associate degree,5,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,45803.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;JavaScript;Python;SQL,61071.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript;VBA,129775.0
DevOps specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript;Other(s):,57254.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",14,C#;JavaScript;SQL;TypeScript,76339.0
DevOps specialist,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,72522.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C++;Clojure;HTML/CSS;Java;JavaScript;Python;Scala;SQL,106874.0
Marketing or sales professional,Some college/university study without earning a degree,5,HTML/CSS;JavaScript;PHP;Python;SQL,53437.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",14,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript;VBA,129775.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL,129775.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C;Python,76339.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,80155.0
"Developer, back-end","Other doctoral degree (Ph.D, Ed.D., etc.)",18,C#;F#;SQL,112218.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,HTML/CSS;JavaScript;PHP,74048.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;C;C#;Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Ruby;Rust;SQL;Swift;TypeScript;VBA,0.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",35,C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL,90000.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,PHP,57254.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,HTML/CSS;JavaScript;PHP,43895.0
"Developer, back-end",Primary/elementary school,25,Assembly;Bash/Shell/PowerShell;C;C++;C#;JavaScript;Objective-C;PHP;Python;Swift,76339.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;Java;JavaScript;SQL;TypeScript;Other(s):,68705.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,HTML/CSS;JavaScript;PHP;SQL;TypeScript,78629.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C++;C#;Other(s):,74812.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;C++;SQL,53437.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16,HTML/CSS;JavaScript;Kotlin;PHP;TypeScript,62598.0
"Developer, embedded applications or devices",Some college/university study without earning a degree,3,HTML/CSS;JavaScript;PHP;SQL;TypeScript,47330.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,50383.0
"Developer, desktop or enterprise applications","Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,Assembly;Bash/Shell/PowerShell;C;C++;Java,45803.0
System administrator,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP,84002.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Java;JavaScript;Kotlin;Objective-C;Swift,65651.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript;SQL;Other(s):,61071.0
"Developer, back-end",Associate degree,6,Bash/Shell/PowerShell;Clojure;Go;Java;JavaScript;Python,54200.0
"Developer, front-end",Some college/university study without earning a degree,12,C#;HTML/CSS;JavaScript;SQL,65424.0
Database administrator,Associate degree,29,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift,125000.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",11,Go;HTML/CSS;JavaScript;Python;Ruby;SQL,92.0
Data or business analyst,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13,Bash/Shell/PowerShell;Java;Python;SQL,91606.0
System administrator,Some college/university study without earning a degree,22,Assembly;Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Scala;SQL;VBA,110691.0
"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,Bash/Shell/PowerShell;Go;Python;Ruby;SQL,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,HTML/CSS;JavaScript;PHP,74048.0
"Developer, full-stack",Associate degree,4,HTML/CSS;Java;JavaScript;PHP,72522.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,57254.0
"Developer, front-end",Associate degree,2,C++;C#;Java;Kotlin;Objective-C;PHP;SQL;Swift,41220.0
"Developer, back-end",,1,C#;HTML/CSS;Java;JavaScript;PHP;SQL;Swift;TypeScript,36642.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL,50388.0
"Developer, full-stack",Some college/university study without earning a degree,11,C#;HTML/CSS;JavaScript;Python;SQL;Other(s):,70231.0
"Engineer, data",Some college/university study without earning a degree,11,Bash/Shell/PowerShell;C#;F#;HTML/CSS;JavaScript;SQL;VBA,76339.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript;SQL;TypeScript,1908.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,JavaScript;Python,53437.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;C;C#;Python;Other(s):,114508.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,76339.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;C++;JavaScript;Python;Ruby;Scala,61071.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,C#;HTML/CSS;JavaScript;SQL;Other(s):,67178.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Python;Scala;SQL,103057.0
"Developer, mobile",Some college/university study without earning a degree,18,C#;PHP;Swift,71758.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript,55345.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,66796.0
Data or business analyst,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,C++;Objective-C;Python,76339.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C#;VBA,53437.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33,Other(s):,142753.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript;SQL,53590.0
Database administrator,Associate degree,5,C#;HTML/CSS;JavaScript;PHP,41986.0
"Developer, back-end",Associate degree,2,Bash/Shell/PowerShell;HTML/CSS;Java;TypeScript,38169.0
"Developer, back-end",,16,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;VBA,68705.0
Scientist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,HTML/CSS;JavaScript;Python;SQL,61071.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Python;R;VBA,35879.0
"Developer, back-end",Some college/university study without earning a degree,10,Bash/Shell/PowerShell;SQL;VBA,46566.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",29,Bash/Shell/PowerShell;C#;Java;JavaScript;SQL,122142.0
"Developer, front-end",Some college/university study without earning a degree,10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,45803.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;Java;JavaScript;PHP;SQL,57254.0
Database administrator,Associate degree,1,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;Other(s):,30535.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,JavaScript;Rust;Swift,49620.0
