EdLevel,YearsCodePro,LanguageWorkedWith,DevType,ConvertedComp,Employment
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Elixir;HTML/CSS;JavaScript,"Developer, back-end",86263,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Kotlin,"Developer, full-stack",87789,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12,Bash/Shell/PowerShell;C++;C#,"Developer, back-end",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",19,C#;HTML/CSS;Java;SQL;VBA,"Developer, embedded applications or devices",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",25,HTML/CSS;JavaScript;PHP;Python;SQL,DevOps specialist,68705,Employed full-time
Associate degree,25,C#,"Developer, back-end",76339,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Bash/Shell/PowerShell;Go;Java;PHP;Python;Scala;SQL,Product manager,99240,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;Ruby;TypeScript,Academic researcher,83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;C;C++;Python;SQL,"Developer, back-end",68705,Employed full-time
Associate degree,14,HTML/CSS;Java;JavaScript;SQL;Other(s):,System administrator,62598,Employed full-time
"Professional degree (JD, MD, etc.)",3,Dart;HTML/CSS;JavaScript;PHP;Ruby;SQL,"Developer, QA or test",34543,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;Swift,"Developer, back-end",152677,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;TypeScript,Engineering manager,99240,Employed full-time
Some college/university study without earning a degree,7,Bash/Shell/PowerShell;C;C++;C#;Clojure;HTML/CSS;Java;JavaScript;Python;Scala;SQL;VBA,DevOps specialist,61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Data or business analyst,55345,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;VBA,"Developer, back-end",40459,Employed full-time
Some college/university study without earning a degree,2,C++;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL,"Developer, full-stack",61050,Employed full-time
Some college/university study without earning a degree,11,C#;HTML/CSS;Java;JavaScript;SQL;VBA,Engineering manager,70231,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;Python;SQL,"Engineer, data",91606,Employed full-time
Associate degree,2,HTML/CSS;JavaScript;TypeScript,"Developer, back-end",61071,Employed full-time
Some college/university study without earning a degree,24,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL,Academic researcher,87789,Employed full-time
Associate degree,8,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript;Other(s):,"Developer, full-stack",83209,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Ruby,DevOps specialist,61071,Employed full-time
Associate degree,5,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,Designer,45803,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL,Engineering manager,114508,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;SQL;Swift,"Engineer, data",100767,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, back-end",38933,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",66414,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,C#;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",34352,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"Developer, front-end",32062,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",30,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript,"Developer, full-stack",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Elixir;HTML/CSS;JavaScript;Ruby,"Developer, full-stack",168708,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Go;HTML/CSS;Python;TypeScript,"Developer, back-end",51147,Employed full-time
Some college/university study without earning a degree,10,C;HTML/CSS;JavaScript;Ruby;TypeScript,"Developer, back-end",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;C#;SQL,"Developer, back-end",164128,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript,Database administrator,68705,Employed full-time
Some college/university study without earning a degree,25,Bash/Shell/PowerShell;JavaScript;Objective-C;Ruby;Swift;TypeScript;Other(s):,"Developer, front-end",91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;Java;JavaScript;SQL;TypeScript;Other(s):,"Developer, back-end",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,"Developer, back-end",69468,Employed full-time
Some college/university study without earning a degree,12,JavaScript;Swift,Engineering manager,57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;Ruby;TypeScript,"Developer, back-end",83972,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,C++;C#;Go;HTML/CSS;Rust;TypeScript,"Developer, desktop or enterprise applications",95423,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Scala;SQL;TypeScript,"Developer, full-stack",129775,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;Java;JavaScript;Python,"Developer, back-end",51147,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;Go;JavaScript;PHP;Python;SQL;Other(s):,Database administrator,39250,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, front-end",114508,Employed full-time
"Professional degree (JD, MD, etc.)",6,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Swift,Educator,45803,Employed full-time
Associate degree,1,HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack",41986,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL,"Developer, back-end",57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, front-end",72522,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18,C;C++;HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack",103057,Employed full-time
Some college/university study without earning a degree,2,HTML/CSS;JavaScript;SQL;TypeScript,"Developer, back-end",45803,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,"Developer, back-end",91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",19,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,"Engineer, site reliability",167945,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,HTML/CSS;Java;JavaScript;TypeScript,"Developer, front-end",45803,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",30,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript,DevOps specialist,76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;TypeScript,"Developer, back-end",34352,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;TypeScript,"Developer, QA or test",72522,Employed full-time
Some college/university study without earning a degree,24,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,"Developer, full-stack",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;JavaScript,"Developer, full-stack",45803,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,"Developer, full-stack",114508,Employed full-time
Associate degree,2,C++;C#;Java;Kotlin;Objective-C;PHP;SQL;Swift,"Developer, mobile",41220,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;C++;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL,"Developer, front-end",122142,Employed full-time
Some college/university study without earning a degree,5,HTML/CSS;JavaScript;PHP;Python;SQL,Marketing or sales professional,53437,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, back-end",53437,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12,C#;F#;Go;HTML/CSS;JavaScript;Kotlin;TypeScript,DevOps specialist,145043,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;TypeScript;Other(s):,"Developer, mobile",100000,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30,C;C++;Java,Educator,106874,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",141226,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;SQL;TypeScript,Product manager,67178,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Java;SQL,"Developer, embedded applications or devices",107637,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;JavaScript;Python;SQL,"Developer, front-end",74048,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",18,C;C++;Python;R;SQL;Other(s):,"Engineer, data",38169,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,Assembly;C;C++;Python;Other(s):,"Developer, embedded applications or devices",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;TypeScript,Database administrator,50383,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",30,C#;HTML/CSS;JavaScript;TypeScript,Database administrator,76339,Employed full-time
NA,6,Bash/Shell/PowerShell;Go;JavaScript;TypeScript,"Developer, back-end",91606,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack",57512,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,Bash/Shell/PowerShell;HTML/CSS;JavaScript,Engineering manager,99240,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Go;JavaScript;PHP;Python;Scala;SQL;TypeScript,"Developer, full-stack",67178,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,Database administrator,28650,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,Go;HTML/CSS;Java;JavaScript;SQL,"Developer, full-stack",59,Employed full-time
Some college/university study without earning a degree,21,Bash/Shell/PowerShell;C++;Elixir;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,"Developer, full-stack",137409,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;Clojure;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;WebAssembly;Other(s):,"Engineer, data",54964,Employed full-time
Some college/university study without earning a degree,11,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, front-end",45803,Employed full-time
Associate degree,9,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,"Developer, back-end",55727,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;JavaScript;Ruby;SQL,"Developer, front-end",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Elixir;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,"Developer, full-stack",42750,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",29,C++;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript,"Developer, mobile",80919,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;SQL;Other(s):,Data or business analyst,57254,Employed full-time
Some college/university study without earning a degree,13,C++;C#;Python,"Developer, desktop or enterprise applications",76339,Employed full-time
Some college/university study without earning a degree,16,Bash/Shell/PowerShell;Clojure;HTML/CSS;Java;JavaScript;SQL;TypeScript,Engineering manager,141990,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL;VBA,"Developer, mobile",51910,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",21,HTML/CSS;Java;JavaScript;Ruby;SQL,Database administrator,171762,Employed full-time
Associate degree,1,C#;HTML/CSS;Java;JavaScript;PHP;SQL,"Developer, full-stack",43442,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Java;SQL,"Developer, desktop or enterprise applications",107637,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack",66796,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Scala;SQL;TypeScript,"Developer, full-stack",64888,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Assembly;Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript,"Developer, QA or test",81682,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;PHP;Other(s):,"Developer, front-end",41223,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",33,Other(s):,Engineering manager,142753,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,HTML/CSS;Java;JavaScript;SQL,"Developer, full-stack",88553,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;HTML/CSS;Java;JavaScript;SQL,"Developer, front-end",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C;JavaScript;Objective-C;SQL;Swift,"Developer, mobile",57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,C#;HTML/CSS;JavaScript;SQL;Other(s):,Database administrator,67178,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C++;C#;Other(s):,"Developer, desktop or enterprise applications",74812,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL,Database administrator,114508,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C#;Go;Java;Kotlin;SQL,"Developer, mobile",69254,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,C#;HTML/CSS;JavaScript,"Developer, mobile",56490,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,C++;C#;JavaScript,"Engineer, data",83972,Employed full-time
Associate degree,6,C++;C#,Data or business analyst,43895,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,"Developer, back-end",90079,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL,"Engineer, site reliability",62840,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11,HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust;TypeScript,"Developer, QA or test",122142,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",14,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;SQL;Swift,Engineering manager,125959,Employed full-time
Associate degree,2,C++;C#;Java;Kotlin;Objective-C;PHP;SQL;Swift,"Developer, front-end",41220,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,HTML/CSS;JavaScript;Ruby;TypeScript,"Developer, back-end",64888,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,"Engineer, site reliability",114508,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,JavaScript;PHP;Python;SQL,"Developer, front-end",70995,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL,Designer,57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,C#;HTML/CSS;JavaScript;PHP,"Developer, back-end",88553,Employed full-time
Some college/university study without earning a degree,10,Bash/Shell/PowerShell;C;C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,DevOps specialist,49620,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, front-end",106874,Employed full-time
Some college/university study without earning a degree,3,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, full-stack",45803,Employed full-time
Associate degree,14,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL,"Developer, mobile",61071,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38,Assembly;Bash/Shell/PowerShell;C;C++;Clojure;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby,Scientist,251917,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"Developer, full-stack",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",37,Bash/Shell/PowerShell;Clojure;Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript;Other(s):,DevOps specialist,172,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",28,Bash/Shell/PowerShell;SQL,"Developer, back-end",58323,Employed full-time
Associate degree,2,HTML/CSS;JavaScript,"Developer, mobile",40917,Employed full-time
Some college/university study without earning a degree,35,Bash/Shell/PowerShell;C#;Clojure;F#;Go;HTML/CSS;Java;JavaScript;SQL;VBA;Other(s):,"Developer, desktop or enterprise applications",68705,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2,HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, front-end",47712,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;Swift,"Developer, back-end",91606,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL,DevOps specialist,68705,Employed full-time
